@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Minimum_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Minimum_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Minimum_4.0 numeric
@attribute Maximum_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Median_4.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spot,NotSpot}

@data
13,6.302916,2.325462,0.933404,0.762521,0.292447,0.096888,-0.253476,4.65227,-0.497726,-2.154579,3.124846,3.701356,2.223257,0.914675,0.615135,1,15,6.857143,5,30.809525,4.277968,-2.024947,0.456592,0.256156,0.141706,0.01459,-0.002542,-0.001453,-0.000496,0.001098,-0.854454,0.635141,0.262997,0.095847,0.126065,0.069005,1,24,6.484848,4,29.757576,2.439411,-3.863505,-1.838558,0.047344,0.038769,0.025715,0.000399,-0.000066,-0.000001,0,0,-0.111828,0.176596,0.030179,0.001937,0.021577,0.008175,0,24,4.40856,3,18.594145,Spot
9,8.839925,3.505521,1.356818,0.824069,0.021263,-0.133477,0.948707,-16.313864,-38.498032,-5.686408,3.429368,4.448783,3.304735,1.007755,0.692085,4,24,12.571428,13,41.952381,4.765024,-4.074901,0.540315,0.383278,0.314646,0.005142,-0.00931,-0.00023,0.001169,-0.000055,-1.238239,0.3544,0.161126,0.123689,0.121349,0.081002,1,24,9.151515,8,41.632576,2.485993,-6.353932,-2.279031,0.049511,0.043771,0.028874,0.000227,-0.000079,-0,0,-0,-0.122157,0.161984,0.025925,0.002106,0.01966,0.008505,0,24,4.501945,3,18.235348,Spot
24,9.718003,3.985662,3.009049,1.289473,-0.20669,-0.79948,-0.909932,22.73881,37.150558,-8.284184,3.200418,5.309292,3.094861,1.021524,0.722659,6,24,13.142858,9,51.476189,4.837247,-4.880756,0.503392,0.490923,0.318846,-0.005967,-0.011751,0.001295,0.001909,-0.001158,-1.313161,0.26434,0.14412,0.129194,0.117991,0.085377,0,24,9.757576,8,43.439392,2.487836,-7.230167,-2.349411,0.049779,0.044814,0.02951,0.000037,-0.000081,0,0,-0,-0.124104,0.159785,0.025259,0.002113,0.019207,0.008438,0,24,4.459144,3,18.007113,Spot
6,7.509966,2.820395,1.02842,0.050623,-0.274876,0.087269,-0.129432,-11.141748,-0.657269,-3.798192,4.048736,5.23902,2.538041,0.950707,0.700648,0,24,9.571428,6,89.619049,4.450514,-3.059452,0.47201,0.316657,0.226959,-0.013674,-0.007824,0.001643,0.000849,-0.001139,-1.015625,0.592522,0.235897,0.113444,0.120389,0.077591,0,24,7.969697,6,49.092804,2.443377,-5.066589,-2.007137,0.047393,0.042043,0.027905,-0.000151,-0.000069,0.000001,0,-0,-0.11734,0.17173,0.028627,0.001886,0.020515,0.007907,0,24,4.326848,3,18.228691,Spot
3,3.303258,1.353825,0.499574,0.091808,-0.044468,-0.028985,0.407409,1.994146,-23.41733,0.946059,1.032864,1.560732,0.414586,0.662112,0.456378,0,6,2.714286,2,4.571429,3.50859,0.205332,0.257607,0.161033,0.119218,0.006707,0.002582,0,-0.00038,0.000728,-0.215792,0.562957,0.212846,0.046655,0.104701,0.049625,0,13,3.212121,3,6.172348,2.505196,-0.798063,-1.003395,0.043753,0.035788,0.018214,0.00063,-0.000032,-0.000001,0,0,-0.097755,0.170511,0.028733,0.001681,0.022458,0.007855,0,24,3.922179,3,14.126733,Spot
1,4.421637,1.967732,0.976671,0.02999,-0.262563,0.272512,0.925967,-3.754928,-5.911276,1.021051,2.230063,2.997807,1.0345,0.793391,0.547437,1,13,4.428571,3,19.952381,4.036988,-0.384649,0.342383,0.181136,0.017016,-0.000682,0.001439,0.001115,-0.001379,-0.000867,-0.506503,0.600952,0.195439,0.07426,0.102998,0.061613,0,15,4.333333,3,15.666667,2.582706,-1.838931,-1.454282,0.046414,0.039829,0.026254,0.000492,-0.000047,-0,0,-0,-0.112497,0.148606,0.022749,0.001886,0.019808,0.008342,0,24,4.354085,3,16.713978,Spot
8,5.939643,1.860659,1.50092,0.503451,-0.388946,0.278327,-0.122877,6.898122,43.622314,-0.86319,3.344722,4.170969,1.706734,0.879598,0.610031,1,9,5.714286,8,10.571428,4.415289,-1.524354,0.396678,0.24495,0.126328,-0.007376,-0.00101,0.001989,-0.001186,-0.002018,-0.767956,0.539225,0.147742,0.092411,0.098569,0.072168,0,24,6,4,29.125,2.62429,-3.315354,-1.791,0.047911,0.042361,0.031506,0.000323,-0.000057,0,0,-0,-0.121777,0.132486,0.018749,0.002013,0.017928,0.008562,0,24,4.548638,3,17.045477,Spot
8,6.586823,2.367661,1.176849,0.892896,-0.326746,0.056825,0.995221,-8.444168,-43.793304,-2.651615,3.768178,4.818267,1.756336,0.896633,0.632406,1,24,8.571428,8,53.285713,4.470641,-2.116182,0.388439,0.292608,0.138867,-0.009229,-0.003187,0.001337,0.000283,-0.00095,-0.819914,0.527406,0.148051,0.083935,0.095972,0.076132,0,24,6.727273,4,42.017044,2.623673,-3.96315,-1.846968,0.047832,0.042947,0.032911,0.000137,-0.000059,0,0,-0,-0.12369,0.131159,0.018405,0.001943,0.017668,0.008322,0,24,4.521401,3,16.875517,Spot
7,5.400663,1.547351,1.537413,1.111621,0.138954,-0.490779,-0.794822,5.899861,6.036206,-1.121558,3.516509,4.524111,1.260768,0.838398,0.610702,0,13,5.571429,6,18.952381,4.167009,-1.233654,0.344804,0.242638,0.027183,-0.005533,-0.003194,-0.000523,0.001271,0.001149,-0.614625,0.612105,0.195749,0.075423,0.099823,0.068731,0,24,5.333333,3,34.354168,2.57917,-2.821493,-1.587839,0.045905,0.041157,0.030822,-0.000048,-0.000052,0.000001,0,-0,-0.117883,0.146359,0.022129,0.001743,0.019254,0.007741,0,24,4.428016,3,16.339525,Spot
3,2.538375,1.079472,0.415722,0.221271,-0.060773,0.109324,0.143397,5.086853,-37.290649,0.885021,1.031775,1.000591,0.150642,0.421228,0.29474,0,3,1.428571,1,0.952381,2.717347,0.178972,0.170721,0.10573,0.046411,-0.022147,0.001623,0.000724,-0.001146,-0.000146,-0.111402,0.675906,0.36465,0.022913,0.143037,0.05315,0,11,2.575758,2,4.689394,2.084207,-0.454167,-0.63314,0.034085,0.024533,0.010118,-0.000327,-0.000033,0.000002,0,-0,-0.068736,0.240256,0.052012,0.001023,0.028747,0.005153,0,14,2.863813,2,6.750912,Spot
11,4.715241,1.137309,0.716606,0.292912,-0.269965,-0.202993,-1.014086,8.949567,27.175508,-2.146827,1.724584,1.550743,0.570611,0.618767,0.368634,1,11,5.857143,6,15.809524,3.571976,-1.143265,0.311402,0.180119,0.036512,-0.026318,-0.001188,0.002037,0.000063,-0.000269,-0.455008,0.748582,0.416324,0.060721,0.158539,0.073776,1,13,4.484848,3,11.882576,2.270046,-2.445194,-1.301929,0.042518,0.033726,0.02317,-0.000091,-0.000059,0.000001,0,-0,-0.099413,0.227701,0.047298,0.001539,0.027478,0.0061,0,23,3.719844,3,11.436831,Spot
2,3.494982,1.012084,0.334346,0.046921,-0.102073,0.208904,-0.043524,-1.889098,28.78043,0.72466,1.533142,1.30282,0.209403,0.494568,0.343559,1,11,3.428571,2,11.619047,3.357888,-0.137094,0.248225,0.115518,0.080703,-0.028104,-0.000415,0.001059,-0.000817,-0.0004,-0.283039,0.668245,0.338277,0.042115,0.139095,0.065615,0,11,3.515152,3,7.945076,2.314795,-1.180187,-1.043093,0.039672,0.028972,0.025985,-0.000231,-0.000049,0.000002,0,-0,-0.094629,0.221129,0.045099,0.001296,0.027279,0.005864,0,23,3.455253,3,8.998966,Spot
3,6.100311,1.523315,0.825841,0.778201,-0.39208,0.112327,-1.080909,-5.950138,41.744808,-1.570956,1.29326,2.029993,0.957556,0.823917,0.405712,2,13,6.857143,8,16.142857,4.30049,-1.799821,0.445541,0.301544,0.084514,-0.010122,-0.002733,0.002194,0.000282,-0.001461,-0.831599,0.719483,0.400854,0.093483,0.175341,0.083015,2,14,6.30303,6,12.655303,2.385157,-3.715154,-1.915333,0.050222,0.040433,0.029348,0.000193,-0.000083,0,0,-0,-0.120003,0.212893,0.04214,0.002083,0.026209,0.006962,0,23,4.55642,4,16.466532,Spot
8,5.860198,1.870643,0.323428,0.009683,-0.544758,-0.247252,2.000854,-6.613887,-41.913326,-2.203754,1.390885,1.52869,0.852361,0.706057,0.396762,3,12,7.571429,8,12.619047,4.239702,-1.620496,0.393352,0.276105,0.033914,-0.022579,-0.00435,0.002693,0.001258,-0.001833,-0.703371,0.634288,0.294832,0.092208,0.151701,0.08208,1,13,5.818182,5,14.028409,2.473699,-3.3865,-1.766004,0.047694,0.040926,0.033309,0.000042,-0.000077,0.000001,0,-0,-0.121928,0.197371,0.037209,0.001871,0.025165,0.006795,0,23,4.552529,4,14.287269,Spot
3,4.529249,0.508641,0.488231,0.124932,-0.092447,0.08018,0.210849,4.577047,-10.56873,-0.145342,1.82024,1.51445,0.300547,0.564164,0.362749,1,8,3.714286,3,5.904762,3.890334,-0.638915,0.297227,0.187531,0.045441,-0.026163,-0.00305,0.001234,0.000693,-0.000215,-0.439317,0.618966,0.266396,0.062356,0.128192,0.0745,0,13,4.666667,4,10.604167,2.517875,-2.011374,-1.372459,0.045631,0.036839,0.032,-0.000097,-0.00006,0.000001,0,-0,-0.11447,0.187273,0.033968,0.001541,0.024362,0.006481,0,23,4.089494,3,11.198991,Spot
13,7.144848,1.710571,1.047444,0.86055,-0.556552,-0.141366,1.69072,19.658894,12.412148,-1.523676,2.044712,2.458757,1.078775,0.879961,0.437582,3,13,6.571429,4,19.619047,4.838513,-2.306335,0.523998,0.359017,0.200927,-0.001331,-0.005494,0.001488,-0.000255,-0.002263,-1.083942,0.483279,0.250599,0.097035,0.168349,0.083058,2,23,7.333333,6,25.229166,2.547232,-4.597616,-2.291281,0.052963,0.046299,0.036185,0.000307,-0.000097,-0,0,0,-0.135447,0.182475,0.032809,0.002203,0.0242,0.007281,0,23,4.937743,4,15.472672,Spot
12,6.763852,2.243486,0.799638,0.376411,-0.392029,-0.654688,1.396895,4.281749,-43.942772,-2.666714,1.295367,1.559634,1.101334,0.757057,0.406067,5,13,8.142858,8,10.476191,4.679074,-2.084778,0.430292,0.331449,0.113215,-0.007978,-0.006392,0.001432,0.001783,-0.001505,-0.874957,0.490233,0.162767,0.116762,0.141339,0.082635,1,23,6.666667,5,19.229166,2.638058,-4.125793,-2.041015,0.051829,0.047172,0.036529,0.00019,-0.000086,0,0,-0,-0.13553,0.157463,0.025714,0.002073,0.022039,0.007266,0,23,4.996109,4,14.761703,Spot
5,5.379074,0.897375,0.801421,0.097914,-0.022804,-0.110094,-0.837707,-16.105883,-0.277171,-1.600882,1.767497,1.615124,0.403696,0.608235,0.359396,3,13,7.428571,5,15.285714,4.217014,-1.16206,0.300548,0.238857,0.008755,-0.012683,-0.004175,0.000623,0.001723,0.000403,-0.530651,0.58064,0.209339,0.066931,0.114787,0.076542,1,13,5.333333,5,11.229167,2.680586,-2.698488,-1.536427,0.050254,0.041638,0.033762,0.000066,-0.000062,0,0,-0,-0.125654,0.143883,0.021924,0.001703,0.020549,0.006937,0,23,4.40856,4,13.000395,Spot
4,7.826963,2.160152,0.895774,0.509643,-0.101054,0.67695,1.080174,1.757267,-15.213748,-2.546283,2.983476,3.736369,1.304277,0.941917,0.475096,2,20,7.285714,4,42.238094,4.809832,-3.017131,0.540686,0.354519,0.264395,0.002054,-0.006534,0.000614,-0.00076,-0.001018,-1.1596,0.576224,0.341985,0.079526,0.180803,0.073283,0,23,8.878788,8,33.234848,2.522227,-5.304736,-2.287605,0.050652,0.044334,0.035774,0.000449,-0.000095,-0,0,0,-0.13076,0.192181,0.03599,0.001691,0.025694,0.006769,0,23,4.797666,4,16.1464,Spot
4,7.957191,2.512604,0.984516,0.813028,-0.085469,0.279848,2.116867,-23.588352,-73.884354,-2.684092,2.150942,2.376028,1.459518,0.873865,0.45734,4,23,10.428572,9,42.952381,5.027014,-2.930177,0.535255,0.357978,0.26888,0.00988,-0.007346,-0.000611,-0.000123,-0.0004,-1.162112,0.306266,0.168043,0.082973,0.156553,0.077033,2,23,8.121212,8,27.359848,2.664931,-5.292261,-2.362084,0.05527,0.047218,0.038083,0.00041,-0.000096,-0,0,0,-0.14057,0.15095,0.024299,0.002003,0.022051,0.007219,0,23,5.015564,4,14.968507,Spot
8,7.002531,2.096153,1.089437,0.796199,0.091952,-0.326371,-1.465942,8.494132,70.292625,-2.389392,1.429873,1.807219,1.059618,0.755965,0.407417,3,12,6.857143,8,10.809524,4.791265,-2.211266,0.402294,0.329378,0.157111,0.012243,-0.005845,-0.001338,0.000853,0.000622,-0.888783,0.467201,0.154451,0.07337,0.129346,0.075778,1,23,7.454545,7,17.255682,2.755387,-4.247144,-2.035878,0.053807,0.047665,0.037296,0.000338,-0.000082,-0,0,0,-0.138768,0.115958,0.015916,0.00206,0.018768,0.007415,0,23,4.933852,4,14.843264,Spot
9,5.503848,0.987926,0.661222,0.023114,0.029902,-0.481542,-0.79683,17.721222,25.163839,-1.672262,1.742308,1.692115,0.449615,0.611534,0.342707,1,9,5.714286,5,9.571428,4.277562,-1.226286,0.2623,0.250942,0.003836,0.008028,-0.002662,-0.000802,0.00092,0.000623,-0.509405,0.58937,0.205393,0.04934,0.102754,0.070165,1,13,5.242424,5,10.001894,2.795911,-2.707937,-1.481651,0.050104,0.042956,0.034077,0.000239,-0.000056,-0,0,0,-0.127138,0.098186,0.011952,0.00175,0.016507,0.007187,0,23,4.412451,4,13.337032,Spot
12,8.010995,2.885727,1.831916,0.032777,-0.090051,-0.521209,1.078791,3.822471,-41.838337,-4.684866,2.239706,2.479239,1.694285,0.863575,0.468271,4,20,10.142858,10,30.142857,4.688712,-3.322283,0.520669,0.347031,0.18562,-0.001632,-0.00813,0.000773,0.001324,-0.000553,-1.05332,0.543298,0.251718,0.111176,0.163381,0.066361,2,23,8.30303,7,29.717804,2.595703,-5.415292,-2.093009,0.053156,0.03929,0.035671,0.000475,-0.000083,-0,0,-0,-0.128117,0.174712,0.030811,0.001612,0.024628,0.006891,0,23,4.649806,4,15.455009,Spot
12,7.434658,2.317018,0.82989,0.441563,0.536416,-0.155476,-1.772185,18.188366,32.262966,-2.705346,2.354319,2.36923,1.488464,0.804411,0.445376,3,12,7,4,17,4.823836,-2.610821,0.451992,0.329392,0.208048,0.017132,-0.006166,-0.002257,0.000061,0.002013,-0.989433,0.460163,0.148814,0.110151,0.139907,0.068149,2,23,7.727273,7,27.829546,2.736308,-4.698349,-2.087528,0.056124,0.042182,0.037337,0.000495,-0.000081,-0.000001,0,0,-0.135643,0.126568,0.018381,0.001687,0.020156,0.007214,0,23,4.712062,4,14.893331,Spot
3,6.182656,1.464757,0.996308,0.839989,0.481174,0.47125,-1.074972,-14.682839,19.257805,-1.308438,1.814221,2.163623,0.833691,0.700449,0.390606,3,12,7.142857,7,8.476191,4.564363,-1.618293,0.325435,0.2784,0.103078,0.027516,-0.00278,-0.003289,-0.000843,0.001857,-0.706913,0.575265,0.1952,0.05748,0.114891,0.065332,0,23,6.69697,6,18.592804,2.824476,-3.35818,-1.739886,0.052508,0.043362,0.036306,0.000469,-0.000066,-0.000001,0,0,-0.132176,0.083343,0.009666,0.001782,0.015986,0.007361,0,23,4.661479,4,14.091987,Spot
5,4.962331,1.107169,0.595759,0.273942,0.123173,0.170723,1.322263,-7.19828,-34.624493,-1.428986,1.556381,1.616318,0.420672,0.571039,0.319279,3,10,6.428571,6,5.952381,4.083032,-0.879299,0.225582,0.203161,0.061815,0.025427,0.00005,-0.00195,-0.000627,0.000104,-0.366928,0.606594,0.218578,0.034794,0.091113,0.058986,1,12,4.818182,4,8.965909,2.863315,-2.099016,-1.219717,0.045026,0.041715,0.032941,0.0004,-0.000042,-0.000001,0,0,-0.119682,0.059885,0.005631,0.001684,0.012901,0.007228,0,23,4.116732,3,11.751945,Spot
6,5.690255,1.925489,1.212649,0.495224,-0.532738,-0.220976,1.802611,1.282942,-61.350674,-2.642914,2.240059,2.215481,1.367578,0.734976,0.414325,4,10,6.714286,6,4.571429,3.823674,-1.866581,0.394998,0.23317,0.028882,-0.021517,-0.005605,0.002671,0.001737,-0.001779,-0.599286,0.718709,0.361077,0.074736,0.158215,0.053887,0,20,5.848485,5,17.320076,2.447001,-3.243254,-1.376673,0.047075,0.033344,0.022685,0.000377,-0.000054,0.000001,0,-0,-0.103104,0.205705,0.040377,0.001415,0.027982,0.006395,0,23,3.809339,3,13.881474,Spot
10,6.337435,1.776422,1.544212,0.382165,0.04163,-0.601507,-1.378034,3.687207,51.700489,-2.938469,2.397477,2.393615,1.098993,0.733071,0.42662,3,12,7.285714,7,10.571428,4.249199,-2.088235,0.40479,0.271513,0.038537,-0.00405,-0.00515,0.000462,0.00175,0.0005,-0.71484,0.620345,0.236913,0.100249,0.140701,0.058759,1,20,6.484848,6,17.570076,2.629901,-3.707534,-1.619298,0.05343,0.036464,0.027959,0.000483,-0.00006,0,0,-0,-0.117852,0.162181,0.027001,0.001571,0.023496,0.006869,0,23,4.29572,3,14.162209,Spot
4,5.625466,1.216955,0.783853,0.445689,0.526541,0.066898,-1.866505,-8.013951,42.875732,-0.878792,2.428209,2.550973,0.768051,0.686177,0.400984,3,12,6.571429,6,11.285714,4.324553,-1.300913,0.321964,0.259226,0.042006,0.017164,-0.00211,-0.002041,-0.000087,0.001995,-0.623195,0.612273,0.209655,0.07302,0.11915,0.059082,0,20,5.636364,4,15.863636,2.764977,-2.860489,-1.559577,0.054271,0.037144,0.031388,0.00055,-0.000055,-0.000001,0,0,-0.122802,0.113869,0.015178,0.001657,0.018621,0.007155,0,23,4.342412,3,13.835421,Spot
6,4.668788,1.036872,0.871316,0.111535,0.439175,0.389021,1.335495,8.766665,-72.980011,0.05402,1.762786,2.03767,0.441788,0.602119,0.34797,0,6,3.285714,3,4.904762,4.100609,-0.568179,0.230921,0.208876,0.042573,0.030742,0.00081,-0.002798,-0.0016,0.001061,-0.397224,0.628051,0.225798,0.039676,0.097444,0.054933,0,12,5.060606,4,8.621212,2.849561,-1.819227,-1.251047,0.049155,0.036544,0.032336,0.000565,-0.000042,-0.000001,0,0,-0.118035,0.069791,0.007076,0.001679,0.014023,0.007244,0,23,4.268483,3,12.572166,Spot
5,3.928864,0.789848,0.737629,0.480412,-0.139573,-0.033915,-0.924265,4.685374,50.780617,-0.532631,1.80332,1.665104,0.513774,0.579213,0.354135,0,6,4,5,4.666667,3.389796,-0.539068,0.288429,0.15157,0.14282,-0.016501,-0.001256,0.000634,0.000426,0.00054,-0.279679,0.600681,0.259498,0.053103,0.132072,0.046612,0,10,3.848485,3,6.820076,2.459759,-1.469105,-0.930037,0.046928,0.032125,0.013346,0.000336,-0.00003,0.000001,0,-0,-0.092399,0.194143,0.036431,0.001324,0.026941,0.006255,0,23,3.48249,3,11.500669,Spot
3,4.225484,1.067269,0.898647,0.56251,-0.055882,-0.020249,-0.05746,-4.30451,-14.404243,-0.393888,1.811353,1.858929,0.391397,0.57747,0.360331,2,10,4.428571,3,7.285714,3.681036,-0.544448,0.272558,0.163905,0.122494,-0.003915,0.00016,0.000036,0.000572,0.000589,-0.313969,0.588271,0.216972,0.057622,0.11537,0.050558,0,12,4.424242,4,7.126894,2.632469,-1.593014,-1.048566,0.051309,0.034082,0.017795,0.000473,-0.00003,0,0,-0,-0.103187,0.1534,0.024177,0.001464,0.022286,0.00669,0,23,3.85214,3,11.72024,Spot
3,3.849178,1.27874,0.520568,0.297316,0.125346,0.067762,0.800477,1.658328,-40.378223,0.460856,1.497438,1.724952,0.28385,0.543684,0.334222,0,7,3,3,5,3.725717,-0.123461,0.207891,0.155975,0.127194,0.012447,0.002063,-0.000556,-0.000154,0.00004,-0.236673,0.58625,0.209312,0.038767,0.096292,0.050332,0,12,3.969697,3,7.655303,2.759662,-1.089516,-0.966055,0.050397,0.034114,0.021002,0.00057,-0.000024,-0.000001,-0,0,-0.105513,0.11032,0.013726,0.001542,0.017352,0.00694,0,23,3.980545,3,11.941027,Spot
0,3.333846,0.978921,0.335469,0.282937,0.264427,0.230592,0.058935,-8.9756,30.173841,0.926389,1.057852,1.234801,0.163141,0.481388,0.287182,0,6,3.285714,3,3.238095,3.572898,0.239052,0.166224,0.141486,0.125176,0.023819,0.002842,-0.000771,-0.000827,-0.00021,-0.100438,0.548131,0.198203,0.020916,0.078229,0.045762,0,7,3.363636,3,3.363636,2.839916,-0.493929,-0.732981,0.044592,0.032677,0.02255,0.000612,-0.000014,-0.000001,-0,0,-0.099819,0.073182,0.006741,0.001528,0.012755,0.006988,0,23,3.762646,3,10.298912,Spot
2,2.916983,0.920514,0.335825,0.016636,-0.169891,0.124046,0.822027,1.40279,-3.316993,0.568052,0.856184,0.848497,0.120496,0.424451,0.283236,0,3,2.285714,3,1.238095,3.184812,0.267829,0.209238,0.167271,0.070349,-0.001505,0.004054,-0.000198,-0.000591,-0.000083,-0.028382,0.425902,0.143457,0.027649,0.090336,0.041759,0,10,3,3,4.4375,2.612944,-0.304039,-0.571868,0.047573,0.03137,0.008774,0.000444,-0,0,-0,-0,-0.087717,0.145887,0.021812,0.00131,0.02101,0.006385,0,20,3.354086,3,6.682727,Spot
3,2.935455,0.740803,0.409307,0.066313,-0.009589,-0.196947,0.284554,0.974342,9.296337,0.265184,0.578674,0.695203,0.08899,0.402226,0.258868,2,5,3.142857,3,1.142857,3.215479,0.280024,0.202868,0.118987,0.064887,0.00781,0.004069,0.00056,-0.00003,-0.001168,0.018994,0.425948,0.141945,0.016927,0.073903,0.041503,0,7,2.757576,3,2.376894,2.731059,-0.204396,-0.48442,0.045383,0.031033,0.011153,0.000552,0.000006,-0,-0,0,-0.087569,0.109756,0.01299,0.001357,0.016241,0.006589,0,20,3.299611,3,6.898164,Spot
2,4.28303,0.909656,0.77223,0.403518,-0.004018,0.508292,-0.184564,-3.65569,-9.488406,-0.540943,2.362944,3.1721,0.702176,0.761026,0.358091,0,8,4.142857,5,9.809524,3.184279,-1.098751,0.327917,0.226884,0.035888,-0.010763,0.000824,0.001305,-0.001701,-0.000578,-0.518913,0.95084,0.623109,0.062041,0.178907,0.070358,0,17,4.666667,4,13.291667,1.973025,-2.310005,-1.211254,0.042377,0.039205,0.003544,-0.000008,-0.000045,0,0,-0,-0.078038,0.232622,0.047888,0.001527,0.025918,0.00592,0,23,3.175097,2,14.69969,Spot
8,4.971426,1.835333,0.622743,0.293682,-0.132111,-0.039354,0.487334,5.155428,-0.24496,-2.164395,1.93753,2.337786,0.993037,0.702872,0.386911,2,14,6.571429,6,14.619047,3.450416,-1.52101,0.34632,0.225717,0.010692,0.001821,-0.000192,0.001456,-0.001036,-0.001655,-0.582729,0.875338,0.538795,0.068562,0.167943,0.073762,0,15,4.787879,4,12.797348,2.07953,-2.891896,-1.370886,0.040548,0.040235,0.008004,0.000338,-0.000053,-0.000001,0,-0,-0.088787,0.233226,0.048585,0.001409,0.026613,0.006001,0,23,3.455253,2,14.163029,Spot
4,4.171618,0.919988,0.621762,0.300833,-0.080364,-0.04904,0.626307,-1.946881,4.238659,-0.599059,1.874354,1.939625,0.586743,0.602442,0.386102,1,8,4.285714,4,6.238095,3.400766,-0.770851,0.292281,0.183702,0.032587,0.013166,-0.000417,0.00039,0.00039,-0.000684,-0.443396,0.800116,0.456876,0.055414,0.152698,0.070651,0,14,4.333333,4,9.104167,2.152099,-2.019518,-1.248667,0.039914,0.035867,0.015497,0.000623,-0.000051,-0.000001,0,0,-0.091277,0.230513,0.047995,0.001381,0.027046,0.006007,0,23,3.645914,3,13.120228,Spot
7,4.739066,1.335338,1.073245,0.975591,-0.039885,0.005828,-1.206725,-0.479411,9.607408,-1.432992,3.25895,4.825389,0.887102,0.872319,0.42442,0,14,5.285714,5,21.238094,3.322297,-1.416769,0.316236,0.276522,0.002483,-0.016037,-0.002904,0.000926,0.000135,0.0002,-0.595242,1.038168,0.712102,0.057472,0.190995,0.06763,0,17,4.909091,3,23.272728,1.990589,-2.748477,-1.331708,0.044273,0.039626,0.002354,0.000053,-0.000053,0.000001,0,-0,-0.081545,0.234324,0.048566,0.001657,0.026411,0.006251,0,23,3.357977,2,17.386976,Spot
6,6.657126,2.005549,1.455279,0.33723,-0.087396,0.189783,0.469816,-6.438888,14.428306,-3.123598,2.979124,3.933685,1.384523,0.871405,0.446701,2,17,7.857143,7,32.476189,3.971802,-2.685324,0.439603,0.330615,0.150098,-0.002978,-0.005769,0.000706,0.000249,-0.00055,-0.920316,0.903039,0.576091,0.089494,0.182557,0.077748,0,19,7.090909,7,24.210228,2.145049,-4.512078,-1.826754,0.046769,0.042652,0.011967,0.000322,-0.000072,-0,0,-0,-0.101389,0.229159,0.047075,0.001829,0.026395,0.006541,0,23,3.817121,2,16.985956,Spot
14,6.981807,2.588141,1.438033,0.265433,-0.070407,-0.291481,0.967333,11.515874,-8.999701,-3.760741,2.212574,2.354631,1.889584,0.806681,0.428896,4,15,8.571428,7,17.952381,4.229075,-2.752732,0.462057,0.321678,0.173014,0.009541,-0.005198,0.000251,-0.000015,-0.000647,-0.956749,0.761554,0.426824,0.106231,0.16601,0.082535,0,17,6.909091,6,15.835227,2.264536,-4.717271,-1.964539,0.045884,0.044055,0.022522,0.000553,-0.000079,-0.000001,0,0,-0.112462,0.219288,0.043993,0.001765,0.026091,0.006565,0,23,4.22179,3,16.102961,Spot
